home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,new_device,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,hour,day_of_week,is_weekend,is_fraud
us,USD,USD,mobile,797.49,797.49,13.23,False,False,0.227,standard,1016,0.944,0,0.247,0,0,0.0,10.0,Monday,0,0
us,USD,NGN,mobile,110.4,110.4,2.61,False,True,0.301,standard,147,0.551,0,0.391,0,0,0.25,3.0,Saturday,1,0
ca,CAD,EUR,web,137.77,101.95,3.28,False,False,0.268,standard,947,0.625,0,0.268,0,0,0.0,11.0,Thursday,0,0
ca,CAD,CAD,web,201.77,149.31,3.62,False,False,0.079,standard,947,0.625,0,0.268,0,0,0.0,6.0,Thursday,0,0
uk,GBP,MXN,web,90.47,113.09,2.46,False,False,0.259,standard,718,0.953,0,0.169,0,0,0.0,15.0,Saturday,1,0
uk,GBP,CAD,mobile,220.83,276.03,4.38,False,False,0.276,standard,718,0.953,0,0.169,0,1,0.0,8.0,Saturday,1,0
us,USD,PHP,mobile,9991.62,9991.62,150.04,False,False,0.323,standard,147,0.551,0,0.391,0,0,0.1,7.0,Saturday,1,0
us,USD,USD,web,265.32,265.32,4.46,False,False,0.178,enhanced,257,0.894,0,0.257,0,0,0.0,11.0,Tuesday,0,0
us,USD,GBP,mobile,54.88,54.88,1.84,False,False,0.098,enhanced,367,0.939,0,0.176,0,0,0.0,15.0,Tuesday,0,0
us,USD,CAD,mobile,199.13,199.13,4.32,False,False,0.043,standard,1018,0.934,0,0.087,0,0,0.0,14.0,Sunday,1,0
ca,CAD,MXN,web,239.09,176.93,5.08,False,False,0.358,standard,172,0.881,0,0.199,0,0,0.0,14.0,Saturday,1,0
uk,GBP,PHP,mobile,65.99,82.49,2.77,False,False,0.306,standard,4,0.892,0,0.407,0,0,0.0,5.0,Sunday,1,0
uk,GBP,CAD,mobile,112.87,141.08,3.79,False,False,0.691,standard,4,0.892,0,0.407,0,0,0.0,1.0,Thursday,0,0
us,USD,USD,mobile,241.58,241.58,4.91,True,False,0.252,enhanced,367,0.789,0,0.176,0,0,0.0,1.0,Thursday,0,0
uk,GBP,PHP,mobile,719.42,899.27,11.35,False,False,0.226,standard,4,0.892,0,0.407,0,0,0.0,7.0,Thursday,0,0
us,USD,MXN,mobile,99.23,99.23,2.46,False,False,0.153,enhanced,367,0.939,0,0.176,0,0,0.2,23.0,Wednesday,0,0
us,USD,EUR,mobile,145.75,145.75,3.03,False,False,0.448,standard,147,0.551,0,0.391,0,0,0.0,22.0,Friday,0,0
us,USD,GBP,mobile,192.32,192.32,3.58,False,False,0.471,standard,263,0.522,0,0.223,0,0,0.0,5.0,Thursday,0,0
us,USD,NGN,atm,155.96,155.96,3.61,False,False,0.057,standard,298,0.336,0,0.166,0,0,0.25,19.0,Saturday,1,0
us,USD,CNY,web,85.71,85.71,1.2,False,False,0.929,standard,263,0.522,0,0.223,0,0,0.0,2.0,Thursday,0,0
us,USD,CNY,mobile,401.48,401.48,7.36,False,True,0.431,standard,298,0.336,0,0.166,0,0,0.0,10.0,Wednesday,0,0
us,USD,USD,mobile,147.74,147.74,3.5,False,False,0.153,standard,1018,0.934,0,0.087,0,0,0.0,5.0,Friday,0,0
us,USD,USD,web,166.42,166.42,3.02,False,False,0.143,standard,298,0.336,0,0.166,0,0,0.0,21.0,Thursday,0,0
us,USD,PHP,mobile,29.01,29.01,2.3,False,False,0.301,low,616,0.702,0,0.361,0,0,0.1,2.0,Wednesday,0,0
us,USD,GBP,mobile,598.44,598.44,10.06,False,False,0.322,standard,1016,0.944,0,0.247,0,0,0.0,22.0,Thursday,0,0
us,USD,EUR,mobile,138.37,138.37,3.87,False,False,0.173,standard,1018,0.934,0,0.087,0,0,0.0,8.0,Wednesday,0,0
us,USD,NGN,mobile,209.66,209.66,4.06,False,True,0.228,standard,147,0.551,0,0.391,0,0,0.25,22.0,Tuesday,0,0
us,USD,NGN,mobile,167.29,167.29,2.93,False,False,0.149,standard,147,0.551,0,0.391,0,0,0.25,8.0,Monday,0,0
us,USD,USD,mobile,72.66,72.66,1.98,False,False,0.216,standard,1018,0.934,0,0.087,0,0,0.0,12.0,Thursday,0,0
us,USD,CNY,web,170.12,170.12,3.7,True,False,0.066,standard,298,0.186,0,0.166,0,0,0.0,5.0,Friday,0,0
us,USD,PHP,mobile,24.59,24.59,2.05,False,True,0.74,standard,1016,0.944,0,0.247,0,0,0.1,22.0,Monday,0,0
us,USD,USD,mobile,386.05,386.05,6.35,False,False,0.108,standard,263,0.522,0,0.223,0,0,0.0,23.0,Saturday,1,0
us,USD,PHP,web,138.93,138.93,3.44,False,False,0.336,standard,1018,0.934,0,0.087,0,0,0.1,0.0,Sunday,1,0
uk,GBP,MXN,mobile,178.07,222.59,3.27,False,True,0.485,standard,4,0.892,0,0.407,0,0,0.0,9.0,Thursday,0,0
us,USD,GBP,mobile,135.03,135.03,3.03,False,False,0.405,enhanced,257,0.894,0,0.257,0,0,0.0,23.0,Saturday,1,0
us,USD,CAD,web,235.55,235.55,4.06,False,False,0.22,standard,34,0.427,0,0.068,0,0,0.0,10.0,Saturday,1,0
ca,CAD,USD,mobile,123.11,91.1,3.3,False,False,0.531,standard,172,0.881,0,0.199,0,0,0.0,0.0,Monday,0,0
uk,GBP,MXN,mobile,341.84,427.3,5.45,False,False,0.306,standard,4,0.892,0,0.407,0,0,0.0,16.0,Monday,0,0
uk,GBP,NGN,web,668.34,835.43,11.23,False,True,0.394,standard,1088,0.866,0,0.123,0,0,0.22,22.0,Tuesday,0,0
us,USD,CNY,mobile,103.02,103.02,2.18,False,False,0.127,standard,147,0.551,0,0.391,0,0,0.0,18.0,Wednesday,0,0
us,USD,CAD,mobile,580.09,580.09,10.06,False,False,0.525,standard,147,0.551,0,0.391,0,0,0.0,10.0,Tuesday,0,0
us,USD,CNY,mobile,91.08,91.08,2.29,False,True,0.399,standard,263,0.522,0,0.223,0,0,0.0,22.0,Saturday,1,0
us,USD,EUR,web,130.14,130.14,3.11,False,False,0.295,standard,263,0.522,0,0.223,0,0,0.0,18.0,Saturday,1,0
us,USD,PHP,web,238.2,238.2,4.07,False,False,0.425,standard,1018,0.934,0,0.087,0,1,0.1,23.0,Monday,0,0
us,USD,CAD,mobile,67.66,67.66,0.99,False,False,0.101,standard,859,0.96,0,0.363,0,0,0.0,2.0,Friday,0,0
us,USD,PHP,mobile,214.6,214.6,4.07,True,False,0.249,standard,147,0.401,0,0.391,0,0,0.1,17.0,Wednesday,0,0
uk,GBP,USD,mobile,411.63,514.53,7.65,False,True,0.211,standard,718,0.953,0,0.169,0,0,0.0,15.0,Tuesday,0,0
us,USD,GBP,web,58.66,58.66,1.98,False,False,0.164,standard,298,0.336,0,0.166,0,0,0.0,10.0,Friday,0,0
uk,GBP,PHP,mobile,204.22,255.27,4.8,False,False,0.099,standard,718,0.953,0,0.169,0,0,0.0,10.0,Wednesday,0,0
us,USD,INR,web,9998.3,9998.3,152.05,False,False,0.253,standard,298,0.336,0,0.166,3,3,0.0,3.0,Wednesday,0,0
us,USD,CNY,mobile,179.65,179.65,3.8,False,False,0.164,standard,1016,0.944,0,0.247,0,0,0.0,5.0,Friday,0,0
us,USD,PHP,atm,298.79,298.79,6.24,False,False,0.284,standard,298,0.336,0,0.166,0,0,0.1,8.0,Monday,0,0
us,USD,INR,unknown,138.86,138.86,3.38,False,False,0.557,unknown,34,0.427,0,0.068,0,0,0.0,13.0,Monday,0,0
ca,CAD,USD,web,40.73,30.14,1.95,False,False,0.158,standard,947,0.625,0,0.268,0,0,0.0,3.0,Monday,0,0
us,USD,NGN,web,65.83,65.83,1.7,False,False,0.668,standard,298,0.336,0,0.166,0,0,0.25,14.0,Monday,0,0
us,USD,GBP,mobile,216.0,216.0,4.71,True,True,0.635,enhanced,367,0.789,0,0.176,0,0,0.0,23.0,Saturday,1,0
us,USD,GBP,mobile,246.86,246.86,5.06,False,False,0.194,enhanced,367,0.939,0,0.176,0,0,0.0,17.0,Monday,0,0
us,USD,INR,web,111.26,111.26,3.12,False,True,0.839,standard,1018,0.934,0,0.087,0,0,0.0,9.0,Tuesday,0,0
uk,GBP,CNY,mobile,89.82,112.27,2.61,False,False,0.075,standard,4,0.892,0,0.407,0,0,0.0,8.0,Saturday,1,0
uk,GBP,NGN,web,214.64,268.29,3.87,True,False,0.325,standard,4,0.742,0,0.407,0,0,0.22,3.0,Friday,0,0
us,USD,CNY,mobile,494.96,494.96,9.01,False,True,0.568,standard,1058,0.923,0,0.139,0,0,0.0,21.0,Sunday,1,0
unknown,CAD,NGN,mobile,141.57,104.76,4.03,False,False,0.995,standard,947,0.625,0,0.268,0,0,0.0,13.0,Thursday,0,0
uk,GBP,MXN,mobile,86.83,108.54,3.04,False,False,0.301,enhanced,803,0.882,0,0.285,8,9,0.0,3.0,Sunday,1,0
us,USD,INR,web,145.45,145.45,2.6,False,False,0.267,standard,263,0.522,0,0.223,0,1,0.0,9.0,Tuesday,0,0
ca,CAD,EUR,mobile,103.31,76.45,3.04,False,False,0.071,standard,947,0.625,0,0.268,0,0,0.0,11.0,Saturday,1,0
us,USD,CAD,atm,742.51,742.51,11.38,False,False,0.595,standard,1016,0.944,0,0.247,0,0,0.0,22.0,Friday,0,0
us,USD,EUR,mobile,462.29,462.29,7.94,False,True,0.327,enhanced,367,0.939,0,0.176,0,0,0.0,12.0,Wednesday,0,0
us,USD,CAD,mobile,206.5,206.5,4.98,False,False,0.246,standard,147,0.551,0,0.391,0,0,0.0,23.0,Sunday,1,0
us,USD,PHP,mobile,186.06,186.06,3.6,False,False,0.233,standard,298,0.336,0,0.166,0,0,0.1,6.0,Monday,0,0
ca,CAD,MXN,mobile,211.15,410.21,111.2,True,False,0.063,unknown,615,0.69,0,0.355,0,0,0.0,23.0,Saturday,1,0
us,USD,INR,mobile,239.11,239.11,4.95,False,True,0.665,standard,34,0.427,0,0.068,0,0,0.0,21.0,Tuesday,0,0
us,USD,GBP,mobile,66.26,66.26,2.42,False,True,0.325,standard,147,0.551,0,0.391,0,0,0.0,5.0,Thursday,0,0
us,USD,MXN,mobile,124.86,124.86,2.56,False,False,0.414,standard,34,0.427,0,0.068,0,0,0.2,2.0,Tuesday,0,0
uk,GBP,MXN,web,114.08,142.6,2.97,False,False,0.05,standard,684,0.833,0,0.241,0,0,0.0,8.0,Thursday,0,0
us,USD,NGN,web,56.73,56.73,2.06,False,False,0.274,enhanced,367,0.939,0,0.176,0,0,0.25,17.0,Friday,0,0
uk,GBP,GBP,mobile,1823.25,2279.07,27.56,True,True,0.409,standard,718,0.803,0,0.169,0,0,0.0,6.0,Monday,0,0
us,USD,USD,atm,148.24,148.24,4.17,False,False,0.465,standard,263,0.522,0,0.223,0,0,0.0,23.0,Wednesday,0,0
us,USD,PHP,web,49.06,49.06,1.86,False,True,0.426,standard,1018,0.934,0,0.087,0,0,0.1,15.0,Tuesday,0,0
us,USD,NGN,mobile,224.93,224.93,4.96,True,False,0.222,enhanced,367,0.789,0,0.176,0,0,0.25,20.0,Friday,0,0
us,USD,CAD,web,460.01,460.01,7.97,False,False,0.307,enhanced,367,0.939,0,0.176,0,0,0.0,15.0,Tuesday,0,0
uk,GBP,USD,mobile,100.71,125.89,1.49,True,False,0.465,standard,4,0.742,0,0.407,0,0,0.0,15.0,Tuesday,0,0
us,USD,MXN,mobile,333.72,333.72,5.96,False,True,0.552,standard,263,0.522,0,0.223,0,0,0.2,0.0,Sunday,1,0
ca,CAD,INR,mobile,74.97,55.48,2.07,False,False,0.124,low,824,0.607,0,0.282,0,0,0.12,5.0,Tuesday,0,0
us,USD,CNY,web,84.07,84.07,2.47,True,False,0.305,standard,1018,0.784,0,0.087,0,0,0.0,20.0,Monday,0,0
us,USD,GBP,web,226.74,226.74,4.18,False,False,0.293,enhanced,257,0.894,0,0.257,0,0,0.0,10.0,Wednesday,0,0
ca,CAD,PHP,atm,776.54,574.64,12.92,False,False,0.323,standard,1041,0.867,0,0.245,0,0,0.0,23.0,Wednesday,0,0
us,USD,USD,mobile,90.31,90.31,2.27,True,False,0.144,standard,263,0.372,0,0.223,0,0,0.0,15.0,Saturday,1,0
us,USD,USD,web,92.47,92.47,2.99,False,False,0.16,standard,34,0.427,0,0.068,0,0,0.0,9.0,Thursday,0,0
us,USD,GBP,mobile,-230.36,230.36,9999.99,True,False,1.2,standard,263,-0.1,0,0.223,-1,0,0.0,13.0,Friday,0,0
us,USD,USD,web,52.86,52.86,0.93,False,False,0.25,standard,298,0.336,0,0.166,0,0,0.0,6.0,Saturday,1,0
uk,GBP,NGN,mobile,73.46,91.83,3.58,False,False,0.458,standard,4,0.892,0,0.407,0,0,0.22,17.0,Friday,0,0
us,USD,MXN,mobile,93.8,93.8,2.49,False,False,0.3,standard,263,0.522,0,0.223,0,0,0.2,9.0,Saturday,1,0
uk,GBP,PHP,mobile,147.44,184.3,2.93,False,False,0.348,standard,4,0.892,0,0.407,0,0,0.0,15.0,Wednesday,0,0
us,USD,PHP,mobile,69.71,69.71,1.89,False,False,0.087,enhanced,257,0.894,0,0.257,0,0,0.1,19.0,Friday,0,0
us,USD,CNY,web,106.35,106.35,2.46,False,True,0.339,standard,298,0.336,0,0.166,0,0,0.0,12.0,Thursday,0,0
ca,CAD,MXN,mobile,150.85,111.63,3.89,False,False,0.589,low,615,0.515,0,0.355,0,0,0.0,10.0,Monday,0,0
uk,GBP,CNY,mobile,385.57,481.96,7.17,False,False,0.136,standard,4,0.892,0,0.407,0,0,0.0,5.0,Tuesday,0,0
uk,GBP,INR,mobile,361.34,451.67,6.03,False,False,0.349,standard,4,0.892,0,0.407,7,7,0.0,2.0,Monday,0,0
us,USD,USD,web,62.67,62.67,2.02,False,False,0.143,standard,147,0.551,0,0.391,3,3,0.0,8.0,Saturday,1,0
uk,GBP,INR,web,184.55,230.69,4.4,False,False,0.3,standard,4,0.892,0,0.407,0,0,0.0,15.0,Wednesday,0,0
us,USD,CNY,web,75.44,75.44,1.31,False,False,0.353,standard,298,0.336,0,0.166,0,0,0.0,-1.0,unknown,0,0
us,USD,GBP,mobile,175.24,175.24,3.51,False,True,0.636,standard,263,0.522,0,0.223,3,3,0.0,9.0,Friday,0,0
unknown,USD,INR,unknown,57.25,57.25,1.31,False,False,0.591,unknown,147,0.551,0,0.391,0,0,0.0,5.0,Thursday,0,0
us,USD,CNY,web,51.38,51.38,1.68,False,False,0.352,standard,830,0.799,0,0.102,0,0,0.0,2.0,Sunday,1,0
us,USD,INR,web,153.35,153.35,3.71,False,False,0.019,low,954,0.576,0,0.332,0,0,0.0,3.0,Monday,0,0
us,USD,EUR,mobile,21.61,21.61,1.78,False,False,0.483,standard,298,0.336,0,0.166,0,0,0.0,18.0,Tuesday,0,0
us,USD,INR,web,205.3,205.3,3.63,False,False,0.088,standard,263,0.522,0,0.223,0,0,0.0,0.0,Friday,0,0
us,USD,PHP,mobile,165.91,165.91,3.46,False,False,0.424,enhanced,367,0.939,0,0.176,0,0,0.1,-1.0,unknown,0,0
us,USD,CAD,mobile,130.34,130.34,2.57,False,False,0.098,standard,298,0.336,0,0.166,0,0,0.0,15.0,Thursday,0,0
uk,GBP,NGN,web,56.28,70.35,1.35,False,False,0.057,low,704,0.515,0,0.283,0,0,0.22,16.0,Friday,0,0
us,USD,GBP,atm,49.16,49.16,1.08,False,False,0.201,standard,1018,0.934,0,0.087,0,1,0.0,5.0,Saturday,1,0
us,USD,EUR,web,86.43,86.43,1.94,False,False,0.223,enhanced,367,0.939,0,0.176,0,0,0.0,4.0,Sunday,1,0
us,USD,EUR,web,98.27,98.27,2.63,False,False,0.434,standard,1016,0.944,0,0.247,0,0,0.0,23.0,Friday,0,0
us,USD,CNY,mobile,22.02,22.02,0.5,False,False,0.345,standard,263,0.522,0,0.223,0,0,0.0,23.0,Friday,0,0
us,USD,USD,atm,188.31,188.31,3.18,False,False,0.462,standard,263,0.522,0,0.223,0,0,0.0,19.0,Monday,0,0
us,USD,NGN,mobile,185.11,185.11,3.44,False,False,0.259,standard,298,0.336,0,0.166,0,0,0.25,18.0,Tuesday,0,0
ca,CAD,INR,web,181.18,134.07,4.16,False,False,0.355,standard,947,0.625,0,0.268,0,0,0.12,21.0,Tuesday,0,0
us,USD,GBP,web,199.43,199.43,3.97,False,False,0.15,standard,1018,0.934,0,0.087,0,0,0.0,13.0,Friday,0,0
us,USD,CAD,web,413.43,413.43,6.58,False,False,0.291,standard,263,0.522,0,0.223,0,0,0.0,7.0,Friday,0,0
us,USD,GBP,mobile,92.73,92.73,2.72,False,False,0.202,standard,263,0.522,0,0.223,0,0,0.0,20.0,Friday,0,0
ca,CAD,PHP,mobile,115.02,85.11,3.14,False,False,0.409,low,824,0.607,0,0.282,0,0,0.0,2.0,Tuesday,0,0
us,USD,GBP,web,153.68,153.68,3.39,False,False,0.237,standard,1018,0.934,0,0.087,0,1,0.0,2.0,Thursday,0,0
us,USD,CAD,mobile,355.62,355.62,6.58,False,False,0.188,standard,1016,0.944,0,0.247,0,0,0.0,12.0,Friday,0,0
us,USD,INR,mobile,117.43,117.43,2.72,False,False,0.301,standard,263,0.522,0,0.223,0,0,0.0,16.0,Thursday,0,0
uk,GBP,NGN,web,308.93,386.16,5.53,False,False,0.12,standard,4,0.892,0,0.407,0,0,0.22,2.0,Saturday,1,0
us,USD,NGN,mobile,80.68,80.68,2.04,False,False,0.341,standard,1018,0.934,0,0.087,0,1,0.25,7.0,Wednesday,0,0
us,USD,PHP,web,277.45,277.45,5.52,False,False,0.258,low,616,0.702,0,0.361,4,4,0.1,15.0,Saturday,1,0
ca,CAD,CNY,mobile,172.99,128.02,3.75,False,False,0.174,standard,947,0.625,0,0.268,0,0,0.0,10.0,Saturday,1,0
us,USD,CNY,web,196.19,196.19,3.48,False,False,0.078,standard,263,0.522,0,0.223,0,0,0.0,5.0,Sunday,1,0
us,USD,CAD,mobile,72.14,72.14,2.55,False,False,0.087,standard,298,0.336,0,0.166,0,0,0.0,19.0,Sunday,1,0
us,USD,MXN,mobile,189.29,189.29,4.27,True,False,0.141,standard,263,0.372,0,0.223,0,0,0.2,7.0,Tuesday,0,0
us,USD,CAD,mobile,19.65,19.65,1.18,False,False,0.433,standard,263,0.522,0,0.223,0,0,0.0,1.0,Saturday,1,0
us,USD,CAD,mobile,100.72,100.72,2.68,True,False,0.295,standard,298,0.186,0,0.166,0,0,0.0,11.0,Thursday,0,0
us,USD,EUR,web,33.78,33.78,1.52,False,False,0.344,standard,263,0.522,0,0.223,0,0,0.0,14.0,Saturday,1,0
us,USD,CNY,web,46.02,46.02,1.85,False,False,0.438,standard,1018,0.934,0,0.087,0,0,0.0,3.0,Wednesday,0,0
us,USD,USD,atm,207.71,207.71,4.25,False,False,0.526,standard,147,0.551,0,0.391,0,0,0.0,3.0,Monday,0,0
us,USD,INR,web,470.23,470.23,7.79,False,False,0.518,standard,263,0.522,0,0.223,0,0,0.0,13.0,Thursday,0,0
uk,GBP,INR,mobile,93.98,117.47,2.33,False,False,0.108,standard,4,0.892,0,0.407,0,0,0.0,23.0,Monday,0,0
us,USD,INR,mobile,105.2,105.2,2.16,False,False,0.272,enhanced,367,0.939,0,0.176,0,0,0.0,0.0,Saturday,1,0
uk,GBP,MXN,mobile,112.27,140.33,2.09,False,False,0.922,standard,718,0.953,0,0.169,0,2,0.0,11.0,Monday,0,0
us,USD,USD,atm,481.96,481.96,8.5,False,True,0.939,standard,1018,0.934,0,0.087,0,0,0.0,13.0,Sunday,1,0
us,USD,PHP,web,34.41,34.41,1.72,False,False,0.18,standard,147,0.551,0,0.391,0,0,0.1,12.0,Wednesday,0,0
us,USD,CNY,mobile,152.2,152.2,3.85,False,False,0.297,standard,263,0.522,0,0.223,0,1,0.0,6.0,Sunday,1,0
ca,CAD,GBP,web,288.3,213.34,4.69,False,False,0.206,standard,1041,0.867,0,0.245,0,0,0.0,4.0,Saturday,1,0
us,USD,INR,atm,129.72,129.72,3.18,False,False,0.305,standard,263,0.522,0,0.223,0,0,0.0,17.0,Saturday,1,0
us,USD,GBP,mobile,7.23,7.23,0.93,False,False,0.569,standard,1018,0.934,0,0.087,0,0,0.0,19.0,Saturday,1,0
us,USD,USD,atm,125.09,125.09,2.63,False,False,0.247,standard,298,0.336,0,0.166,0,0,0.0,14.0,Wednesday,0,0
ca,CAD,MXN,web,270.25,199.99,5.27,True,False,0.043,standard,272,0.642,0,0.048,0,0,0.0,17.0,Monday,0,0
us,USD,EUR,mobile,291.04,291.04,6.03,False,False,0.241,enhanced,367,0.939,0,0.176,0,0,0.0,20.0,Tuesday,0,0
us,USD,EUR,mobile,179.71,179.71,3.54,False,False,0.909,standard,298,0.336,0,0.166,0,0,0.0,12.0,Wednesday,0,0
uk,GBP,CNY,mobile,298.25,372.82,5.35,False,False,0.116,standard,4,0.892,0,0.407,0,1,0.0,6.0,Thursday,0,0
us,USD,NGN,atm,55.4,55.4,1.2,False,False,0.22,standard,147,0.551,0,0.391,0,0,0.25,14.0,Thursday,0,0
us,USD,MXN,atm,210.11,210.11,3.63,False,False,0.141,standard,263,0.522,0,0.223,0,0,0.2,10.0,Friday,0,0
ca,CAD,CAD,atm,245.47,181.65,4.93,False,False,0.232,standard,564,0.658,0,0.4,0,0,0.0,6.0,Friday,0,0
uk,GBP,CNY,mobile,152.48,190.6,3.03,False,False,0.318,standard,4,0.892,0,0.407,0,0,0.0,14.0,Monday,0,0
us,USD,NGN,mobile,194.39,194.39,4.44,False,False,0.409,enhanced,367,0.939,0,0.176,0,0,0.25,7.0,Monday,0,0
us,USD,PHP,mobile,610.94,410.21,111.2,False,False,0.081,unknown,257,0.69,0,0.257,0,0,0.1,19.0,Saturday,1,0
ca,CAD,USD,mobile,165.08,122.16,3.08,False,False,0.332,low,824,0.607,0,0.282,0,0,0.0,3.0,Wednesday,0,0
us,USD,NGN,atm,83.52,83.52,2.03,False,False,0.156,enhanced,257,0.894,0,0.257,0,0,0.25,17.0,Wednesday,0,0
ca,CAD,MXN,mobile,85.93,63.58,2.53,False,False,0.534,low,615,0.515,0,0.355,0,0,0.0,8.0,Thursday,0,0
us,USD,GBP,mobile,722.99,722.99,12.47,False,False,0.407,standard,1016,0.944,0,0.247,0,2,0.0,20.0,Thursday,0,0
uk,GBP,USD,web,153.12,191.4,4.12,False,False,0.376,standard,718,0.953,0,0.169,0,1,0.0,21.0,Friday,0,0
us,USD,MXN,web,476.44,476.44,8.11,False,False,0.169,standard,1016,0.944,0,0.247,0,0,0.2,22.0,Wednesday,0,0
us,USD,CAD,web,268.77,410.21,111.2,False,False,0.328,unknown,298,0.69,0,0.166,0,0,0.0,10.0,Wednesday,0,0
ca,CAD,GBP,mobile,102.92,76.16,2.9,False,False,0.37,standard,947,0.625,0,0.268,0,0,0.0,16.0,Saturday,1,0
us,USD,EUR,web,874.01,874.01,13.64,False,False,0.218,standard,147,0.551,0,0.391,0,0,0.0,0.0,Saturday,1,0
ca,CAD,USD,mobile,150.39,111.29,3.64,False,False,0.125,standard,172,0.881,0,0.199,0,0,0.0,13.0,Saturday,1,0
us,USD,CNY,web,110.57,110.57,2.55,False,False,0.198,standard,147,0.551,0,0.391,0,1,0.0,11.0,Tuesday,0,0
us,USD,INR,mobile,172.95,172.95,2.53,False,False,0.095,standard,263,0.522,0,0.223,0,0,0.0,3.0,Wednesday,0,0
us,USD,GBP,mobile,152.51,152.51,2.05,True,True,0.207,standard,1016,0.794,0,0.247,0,0,0.0,17.0,Saturday,1,0
uk,GBP,CAD,atm,581.59,726.99,9.99,False,False,0.19,standard,4,0.892,0,0.407,0,0,0.0,14.0,Wednesday,0,0
ca,CAD,PHP,atm,169.12,125.15,3.59,False,True,0.417,standard,1041,0.867,0,0.245,0,0,0.0,21.0,Monday,0,0
us,USD,CNY,web,89.93,89.93,2.3,False,True,0.202,standard,147,0.551,0,0.391,0,0,0.0,6.0,Sunday,1,0
us,USD,MXN,web,107.98,107.98,2.56,False,False,0.313,standard,34,0.427,0,0.068,0,0,0.2,0.0,Monday,0,0
us,USD,CNY,mobile,93.29,93.29,1.96,False,False,0.418,standard,1016,0.944,0,0.247,0,0,0.0,8.0,Tuesday,0,0
us,USD,INR,mobile,112.89,112.89,3.95,False,False,0.53,standard,1016,0.944,0,0.247,0,0,0.0,13.0,Tuesday,0,0
us,USD,USD,web,396.85,9995.95,-1.0,False,False,1.2,standard,34,-0.1,0,0.068,-1,0,0.0,12.0,Sunday,1,0
uk,GBP,EUR,web,255.83,319.79,3.96,True,False,0.668,standard,4,0.742,0,0.407,0,0,0.05,18.0,Thursday,0,0
us,USD,USD,mobile,63.05,63.05,1.8,False,False,0.567,standard,298,0.336,0,0.166,0,0,0.0,21.0,Sunday,1,0
ca,CAD,CNY,mobile,174.89,129.42,4.09,False,False,0.066,standard,947,0.625,0,0.268,0,1,0.0,15.0,Sunday,1,0
us,USD,CAD,mobile,25.26,25.26,2.41,False,False,0.148,standard,298,0.336,0,0.166,0,0,0.0,15.0,Tuesday,0,0
us,USD,MXN,mobile,329.86,329.86,5.17,False,False,0.864,standard,263,0.522,0,0.223,0,0,0.2,4.0,Friday,0,0
uk,GBP,CNY,mobile,318.39,397.99,5.02,False,False,0.193,standard,4,0.892,0,0.407,0,0,0.0,2.0,Tuesday,0,0
us,USD,GBP,mobile,199.53,199.53,3.54,False,False,0.468,standard,298,0.336,0,0.166,0,0,0.0,13.0,Sunday,1,0
ca,CAD,USD,mobile,153.97,113.94,3.08,False,False,0.354,standard,947,0.625,0,0.268,0,0,0.0,10.0,Sunday,1,0
us,USD,INR,web,88.99,88.99,3.75,False,False,0.15,standard,1018,0.934,0,0.087,0,0,0.0,18.0,Wednesday,0,0
us,USD,INR,web,57.79,57.79,2.07,False,False,0.377,standard,1018,0.934,0,0.087,0,0,0.0,21.0,Wednesday,0,0
ca,CAD,CNY,web,91.22,67.5,2.05,False,False,0.124,low,615,0.515,0,0.355,0,0,0.0,13.0,Wednesday,0,0
uk,GBP,EUR,mobile,176.85,221.06,4.17,False,False,0.371,standard,1088,0.866,0,0.123,0,0,0.05,16.0,Saturday,1,0
us,USD,NGN,web,26.34,26.34,2.38,False,False,0.132,standard,263,0.522,0,0.223,0,0,0.25,8.0,Saturday,1,0
us,USD,EUR,atm,9990.8,9990.8,151.01,False,False,0.163,standard,298,0.336,0,0.166,0,0,0.0,3.0,Sunday,1,0
uk,GBP,CAD,mobile,50.83,63.54,2.61,False,False,0.267,standard,4,0.892,0,0.407,0,0,0.0,5.0,Saturday,1,0
us,USD,GBP,web,68.49,68.49,1.82,False,False,0.135,standard,298,0.336,0,0.166,0,0,0.0,16.0,Friday,0,0
us,USD,CNY,mobile,71.55,71.55,2.46,False,False,0.245,standard,298,0.336,0,0.166,0,0,0.0,23.0,Monday,0,0
us,USD,CNY,web,256.06,256.06,5.41,False,False,0.449,enhanced,257,0.894,0,0.257,0,0,0.0,8.0,Thursday,0,0
us,USD,USD,mobile,148.08,148.08,3.93,False,True,0.846,standard,263,0.522,0,0.223,3,3,0.0,22.0,Thursday,0,0
ca,CAD,USD,web,927.95,686.68,15.34,False,False,0.155,standard,947,0.625,0,0.268,0,0,0.0,20.0,Friday,0,0
us,USD,PHP,mobile,238.62,238.62,4.8,False,False,0.324,enhanced,367,0.939,0,0.176,0,0,0.1,3.0,Wednesday,0,0
us,USD,INR,mobile,200.13,200.13,3.62,False,False,0.356,enhanced,257,0.894,0,0.257,0,0,0.0,15.0,Monday,0,0
us,USD,CAD,mobile,152.97,152.97,2.82,False,False,0.361,standard,298,0.336,0,0.166,0,0,0.0,19.0,Wednesday,0,0
